D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_191.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_191.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_191.jpg,-0.25,0,0,18.4328
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_259.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_259.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_259.jpg,-0.4,0,0,17.80248
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_329.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_329.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_329.jpg,-0.6000001,0,0,17.55392
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_400.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_400.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_400.jpg,0,0,0,17.77782
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_473.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_473.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_473.jpg,0,0,0,17.64564
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_546.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_546.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_546.jpg,-0.1,0.0439056,0,17.0261
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_616.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_616.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_616.jpg,-0.3,0.2788455,0,17.0507
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_690.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_690.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_690.jpg,-0.5000001,0.5177181,0,17.32076
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_756.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_756.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_756.jpg,-0.6500001,0.3765462,0,17.75701
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_825.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_825.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_825.jpg,0,0.1954812,0,17.47186
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_894.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_894.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_894.jpg,0,0.0242982,0,17.3133
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_07_961.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_07_961.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_07_961.jpg,0,0.2040204,0,17.74057
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_030.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_030.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_030.jpg,0,0.431127,0,17.88134
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_103.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_103.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_103.jpg,0,0.6209214,0,17.79248
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_170.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_170.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_170.jpg,0,0.7035639,0,18.40823
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_237.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_237.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_237.jpg,-0.1,0.53054,0,18.99635
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_305.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_305.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_305.jpg,-0.25,0.3426168,0,18.88191
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_378.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_378.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_378.jpg,-0.45,0.1036694,0,18.85396
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_446.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_446.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_446.jpg,0,0,0,19.08243
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_514.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_514.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_514.jpg,0,0,0,18.94491
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_582.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_582.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_582.jpg,-0.15,0,0,18.37946
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_655.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_655.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_655.jpg,-0.35,0.1089132,0,18.20511
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_721.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_721.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_721.jpg,-0.5000001,0.2872479,0,18.57715
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_796.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_796.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_796.jpg,0,0.5097756,0,18.74092
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_864.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_864.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_864.jpg,0,0.6890202,0,18.77634
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_08_938.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_08_938.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_08_938.jpg,-0.2,0.93033,0,19.46909
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_004.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_004.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_004.jpg,-0.35,1,0,20.18217
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_073.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_073.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_073.jpg,0,1,0,20.96079
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_139.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_139.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_139.jpg,0,1,0,21.48723
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_213.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_213.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_213.jpg,0,1,0,22.29464
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_280.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_280.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_280.jpg,0,1,0,22.91571
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_350.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_350.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_350.jpg,-0.2,1,0,23.67694
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_420.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_420.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_420.jpg,-0.35,1,0,24.20253
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_490.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_490.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_490.jpg,0,1,0,24.96647
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_561.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_561.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_561.jpg,0,1,0,25.54075
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_630.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_630.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_630.jpg,-0.1,1,0,26.30049
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_702.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_702.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_702.jpg,-0.25,1,0,26.84345
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_770.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_770.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_770.jpg,0,1,0,27.59044
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_841.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_841.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_841.jpg,0,1,0,28.14931
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_913.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_913.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_913.jpg,-0.05,1,0,28.88974
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_09_985.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_09_985.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_09_985.jpg,-0.2,1,0,29.42584
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_059.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_059.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_059.jpg,0,1,0,30.09336
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_126.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_126.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_126.jpg,0,1,0,30.18926
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_201.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_201.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_201.jpg,-0.05,0.8249101,0,30.16203
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_268.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_268.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_268.jpg,-0.25,0.5993084,0,30.08779
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_340.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_340.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_340.jpg,-0.4,0.4069094,0,30.02578
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_409.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_409.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_409.jpg,0,0.1760741,0,29.99006
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_477.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_477.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_477.jpg,-0.05,0,0,29.87583
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_546.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_546.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_546.jpg,-0.2,0,0,29.68361
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_616.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_616.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_616.jpg,-0.4,0.237168,0,29.45493
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_691.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_691.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_691.jpg,0,0.4605522,0,29.49725
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_764.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_764.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_764.jpg,0,0.6534879,0,29.7033
D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\center_2025_12_03_13_52_10_836.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\left_2025_12_03_13_52_10_836.jpg,D:\HCMUT\HK251\2nd Capstone Project\Data for ML\track_1\IMG\right_2025_12_03_13_52_10_836.jpg,0,0.6858277,0,30.12558
